iid,id,gender,idg,condtn,wave,round,pid,piid,match,int_corr,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,age,field_cd,race,imprace,imprelig,from,income,goal,date,go_out,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1,dec,attr,sinc,intel,fun,amb,shar,like,prob,met,satis_2,length,numdat_2,undergra,mn_sat,tuition
535,5,1,10,2,21,22,22,530,0,0.11,0,22,4,20,20,10,15,5,30,23,10,2,5,6,MD,48137,1,5,3,2,4,3,4,7,7,6,2,8,8,8,6,6,9,8,9,5,6,6,23,14,19,16,10,18,20,15,15,20,20,10,6,7,6,7,5,0,6,7,7,6,7,5,6,5,0,7,1,2,Loyola College,"1,210.00","23,500.00"
6,6,0,11,1,1,10,1,11,0,0.33,0,27,2,35,20,20,20,0,5,23,1,4,1,1,MD,60304,1,3,1,1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,4,10,25,20,25,5,15,25,10,10,25,10,20,5,7,8,9,5,1,6,9,7,6,7,6,6,6,0,3,2,3,,,
6,6,0,11,1,1,10,2,12,0,0.37,0,22,2,60,0,0,40,0,0,23,1,4,1,1,MD,60304,1,3,1,1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,4,10,25,20,25,5,15,25,10,10,25,10,20,5,7,8,9,5,1,6,9,9,6,8,2,7,6,0,3,2,3,,,
6,6,0,11,1,1,10,3,13,0,-0.51,1,22,4,19,18,19,18,14,12,23,1,4,1,1,MD,60304,1,3,1,1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,4,10,25,20,25,5,15,25,10,10,25,10,20,5,7,8,9,5,0,4,7,9,4,3,2,6,2,1,3,2,3,,,
6,6,0,11,1,1,10,4,14,1,0.12,0,23,2,30,5,15,40,5,5,23,1,4,1,1,MD,60304,1,3,1,1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,4,10,25,20,25,5,15,25,10,10,25,10,20,5,7,8,9,5,1,8,6,7,8,2,8,9,4,0,3,2,3,,,
6,6,0,11,1,1,10,5,15,0,0.35,0,24,3,30,10,20,10,10,20,23,1,4,1,1,MD,60304,1,3,1,1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,4,10,25,20,25,5,15,25,10,10,25,10,20,5,7,8,9,5,0,5,4,8,8,4,2,4,3,1,3,2,3,,,
6,6,0,11,1,1,10,6,16,0,0.19,0,25,2,50,0,30,10,0,10,23,1,4,1,1,MD,60304,1,3,1,1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,4,10,25,20,25,5,15,25,10,10,25,10,20,5,7,8,9,5,0,3,7,6,1,1,1,2,2,0,3,2,3,,,
6,6,0,11,1,1,10,7,258,0,0.47,0,30,2,35,15,25,10,5,10,23,1,4,1,1,MD,60304,1,3,1,1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,4,10,25,20,25,5,15,25,10,10,25,10,20,5,7,8,9,5,1,8,8,8,8,3,4,8,7,0,3,2,3,,,
6,6,0,11,1,1,10,8,18,0,0.03,0,27,2,33.33,11.11,11.11,11.11,11.11,22.22,23,1,4,1,1,MD,60304,1,3,1,1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,4,10,25,20,25,5,15,25,10,10,25,10,20,5,7,8,9,5,0,4,8,9,2,8,3,5,5,0,3,2,3,,,
6,6,0,11,1,1,10,9,19,1,0.46,0,28,2,50,0,25,10,0,15,23,1,4,1,1,MD,60304,1,3,1,1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,4,10,25,20,25,5,15,25,10,10,25,10,20,5,7,8,9,5,1,7,6,8,8,6,9,9,6,0,3,2,3,,,
6,6,0,11,1,1,10,10,20,0,0.43,0,24,2,100,0,0,0,0,0,23,1,4,1,1,MD,60304,1,3,1,1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,4,10,25,20,25,5,15,25,10,10,25,10,20,5,7,8,9,5,1,8,9,9,9,10,7,9,8,0,3,2,3,,,
202,9,0,17,2,9,20,1,214,0,0.16,1,23,2,17.02,21.28,17.02,21.28,14.89,8.51,22,2,2,8,5,MD,40244,2,6,2,2,8,8,9,7,6,4,4,1,6,8,7,7,9,6,7,7,1,3,15.38,19.23,19.23,19.23,15.38,11.54,21.43,16.67,9.52,21.43,14.29,16.67,7,10,9,10,8,0,7,9,8,8,7,5,8,7,0,5,2,3,,,
202,9,0,17,2,9,20,2,215,0,0.43,0,26,4,14.89,19.15,21.28,19.15,14.89,10.64,22,2,2,8,5,MD,40244,2,6,2,2,8,8,9,7,6,4,4,1,6,8,7,7,9,6,7,7,1,3,15.38,19.23,19.23,19.23,15.38,11.54,21.43,16.67,9.52,21.43,14.29,16.67,7,10,9,10,8,0,7,8,7,8,9,7,8,5,0,5,2,3,,,
202,9,0,17,2,9,20,3,216,0,0.05,1,27,2,7.5,17.5,20,22.5,12.5,20,22,2,2,8,5,MD,40244,2,6,2,2,8,8,9,7,6,4,4,1,6,8,7,7,9,6,7,7,1,3,15.38,19.23,19.23,19.23,15.38,11.54,21.43,16.67,9.52,21.43,14.29,16.67,7,10,9,10,8,0,5,8,7,8,9,7,6,6,0,5,2,3,,,
202,9,0,17,2,9,20,4,217,1,0.08,1,26,2,21.28,17.02,21.28,12.77,6.38,21.28,22,2,2,8,5,MD,40244,2,6,2,2,8,8,9,7,6,4,4,1,6,8,7,7,9,6,7,7,1,3,15.38,19.23,19.23,19.23,15.38,11.54,21.43,16.67,9.52,21.43,14.29,16.67,7,10,9,10,8,1,9,8,9,8,10,7,8,6,0,5,2,3,,,
202,9,0,17,2,9,20,5,218,0,-0.03,1,24,2,20.51,5.13,23.08,12.82,17.95,20.51,22,2,2,8,5,MD,40244,2,6,2,2,8,8,9,7,6,4,4,1,6,8,7,7,9,6,7,7,1,3,15.38,19.23,19.23,19.23,15.38,11.54,21.43,16.67,9.52,21.43,14.29,16.67,7,10,9,10,8,0,6,8,9,6,8,7,6,5,0,5,2,3,,,
202,9,0,17,2,9,20,6,219,0,0.27,1,26,2,16.28,16.28,18.6,16.28,16.28,16.28,22,2,2,8,5,MD,40244,2,6,2,2,8,8,9,7,6,4,4,1,6,8,7,7,9,6,7,7,1,3,15.38,19.23,19.23,19.23,15.38,11.54,21.43,16.67,9.52,21.43,14.29,16.67,7,10,9,10,8,0,8,8,9,7,8,5,7,3,0,5,2,3,,,
202,9,0,17,2,9,20,7,258,0,-0.15,0,25,6,16.67,16.67,16.67,16.67,14.81,18.52,22,2,2,8,5,MD,40244,2,6,2,2,8,8,9,7,6,4,4,1,6,8,7,7,9,6,7,7,1,3,15.38,19.23,19.23,19.23,15.38,11.54,21.43,16.67,9.52,21.43,14.29,16.67,7,10,9,10,8,0,5,9,9,7,8,4,5,3,0,5,2,3,,,
202,9,0,17,2,9,20,8,221,0,0.49,0,27,4,15.56,17.78,17.78,17.78,17.78,13.33,22,2,2,8,5,MD,40244,2,6,2,2,8,8,9,7,6,4,4,1,6,8,7,7,9,6,7,7,1,3,15.38,19.23,19.23,19.23,15.38,11.54,21.43,16.67,9.52,21.43,14.29,16.67,7,10,9,10,8,0,6,9,9,7,8,5,6,4,0,5,2,3,,,
202,9,0,17,2,9,20,9,222,0,0.02,1,27,2,9.52,19.05,23.81,19.05,4.76,23.81,22,2,2,8,5,MD,40244,2,6,2,2,8,8,9,7,6,4,4,1,6,8,7,7,9,6,7,7,1,3,15.38,19.23,19.23,19.23,15.38,11.54,21.43,16.67,9.52,21.43,14.29,16.67,7,10,9,10,8,0,2,9,10,4,8,4,5,2,1,5,2,3,,,
202,9,0,17,2,9,20,10,223,0,0.2,1,28,2,17.39,17.39,19.57,19.57,10.87,15.22,22,2,2,8,5,MD,40244,2,6,2,2,8,8,9,7,6,4,4,1,6,8,7,7,9,6,7,7,1,3,15.38,19.23,19.23,19.23,15.38,11.54,21.43,16.67,9.52,21.43,14.29,16.67,7,10,9,10,8,0,8,9,9,8,8,8,7,5,0,5,2,3,,,
202,9,0,17,2,9,20,11,224,0,0.09,1,32,2,17.24,17.24,17.24,17.24,13.79,17.24,22,2,2,8,5,MD,40244,2,6,2,2,8,8,9,7,6,4,4,1,6,8,7,7,9,6,7,7,1,3,15.38,19.23,19.23,19.23,15.38,11.54,21.43,16.67,9.52,21.43,14.29,16.67,7,10,9,10,8,0,4,9,9,5,8,5,6,3,0,5,2,3,,,
202,9,0,17,2,9,20,12,225,0,0.2,0,28,3,14.71,14.71,14.71,14.71,20.59,20.59,22,2,2,8,5,MD,40244,2,6,2,2,8,8,9,7,6,4,4,1,6,8,7,7,9,6,7,7,1,3,15.38,19.23,19.23,19.23,15.38,11.54,21.43,16.67,9.52,21.43,14.29,16.67,7,10,9,10,8,0,7,9,9,8,8,5,7,6,0,5,2,3,,,
202,9,0,17,2,9,20,13,226,0,0.5,1,23,2,25.64,17.95,15.38,20.51,10.26,10.26,22,2,2,8,5,MD,40244,2,6,2,2,8,8,9,7,6,4,4,1,6,8,7,7,9,6,7,7,1,3,15.38,19.23,19.23,19.23,15.38,11.54,21.43,16.67,9.52,21.43,14.29,16.67,7,10,9,10,8,1,9,8,8,9,8,8,8,5,0,5,2,3,,,
202,9,0,17,2,9,20,14,227,0,0.46,1,26,2,20,16,18,16,16,14,22,2,2,8,5,MD,40244,2,6,2,2,8,8,9,7,6,4,4,1,6,8,7,7,9,6,7,7,1,3,15.38,19.23,19.23,19.23,15.38,11.54,21.43,16.67,9.52,21.43,14.29,16.67,7,10,9,10,8,0,8,7,8,8,9,7,7,4,0,5,2,3,,,
202,9,0,17,2,9,20,15,228,0,-0.11,0,24,4,13.51,18.92,21.62,13.51,13.51,18.92,22,2,2,8,5,MD,40244,2,6,2,2,8,8,9,7,6,4,4,1,6,8,7,7,9,6,7,7,1,3,15.38,19.23,19.23,19.23,15.38,11.54,21.43,16.67,9.52,21.43,14.29,16.67,7,10,9,10,8,0,4,9,9,6,7,3,5,4,0,5,2,3,,,
202,9,0,17,2,9,20,16,229,0,0.46,1,28,2,21.43,16.67,21.43,16.67,11.9,11.9,22,2,2,8,5,MD,40244,2,6,2,2,8,8,9,7,6,4,4,1,6,8,7,7,9,6,7,7,1,3,15.38,19.23,19.23,19.23,15.38,11.54,21.43,16.67,9.52,21.43,14.29,16.67,7,10,9,10,8,1,9,9,9,8,9,4,8,6,0,5,2,3,,,
202,9,0,17,2,9,20,17,230,0,0.04,1,42,2,23.81,23.81,23.81,23.81,2.38,2.38,22,2,2,8,5,MD,40244,2,6,2,2,8,8,9,7,6,4,4,1,6,8,7,7,9,6,7,7,1,3,15.38,19.23,19.23,19.23,15.38,11.54,21.43,16.67,9.52,21.43,14.29,16.67,7,10,9,10,8,0,5,9,8,8,8,5,5,6,0,5,2,3,,,
202,9,0,17,2,9,20,18,231,0,0.24,0,30,3,18.6,20.93,23.26,23.26,2.33,11.63,22,2,2,8,5,MD,40244,2,6,2,2,8,8,9,7,6,4,4,1,6,8,7,7,9,6,7,7,1,3,15.38,19.23,19.23,19.23,15.38,11.54,21.43,16.67,9.52,21.43,14.29,16.67,7,10,9,10,8,0,6,8,8,9,8,6,7,3,0,5,2,3,,,
202,9,0,17,2,9,20,19,232,0,0.2,1,31,2,17.78,17.78,17.78,17.78,13.33,15.56,22,2,2,8,5,MD,40244,2,6,2,2,8,8,9,7,6,4,4,1,6,8,7,7,9,6,7,7,1,3,15.38,19.23,19.23,19.23,15.38,11.54,21.43,16.67,9.52,21.43,14.29,16.67,7,10,9,10,8,0,7,9,9,7,9,6,7,6,0,5,2,3,,,
202,9,0,17,2,9,20,20,233,1,0.09,0,29,4,14,20,18,16,14,18,22,2,2,8,5,MD,40244,2,6,2,2,8,8,9,7,6,4,4,1,6,8,7,7,9,6,7,7,1,3,15.38,19.23,19.23,19.23,15.38,11.54,21.43,16.67,9.52,21.43,14.29,16.67,7,10,9,10,8,1,7,8,8,9,7,5,6,6,0,5,2,3,,,
5,5,0,9,1,1,10,1,11,0,-0.43,1,27,2,35,20,20,20,0,5,21,1,2,8,1,ME,86340,2,4,1,1,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,7,20,5,25,25,10,15,50,10,10,20,5,5,6,3,6,10,8,0,5,8,8,2,2,2,7,5,0,7,3,3,,,
5,5,0,9,1,1,10,2,12,0,0,1,22,2,60,0,0,40,0,0,21,1,2,8,1,ME,86340,2,4,1,1,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,7,20,5,25,25,10,15,50,10,10,20,5,5,6,3,6,10,8,0,8,6,6,5,5,5,6,4,1,7,3,3,,,
5,5,0,9,1,1,10,3,13,0,-0.17,0,22,4,19,18,19,18,14,12,21,1,2,8,1,ME,86340,2,4,1,1,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,7,20,5,25,25,10,15,50,10,10,20,5,5,6,3,6,10,8,0,4,6,8,8,6,5,6,5,1,7,3,3,,,
5,5,0,9,1,1,10,4,14,1,0.08,1,23,2,30,5,15,40,5,5,21,1,2,8,1,ME,86340,2,4,1,1,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,7,20,5,25,25,10,15,50,10,10,20,5,5,6,3,6,10,8,1,8,5,5,7,7,9,8,2,1,7,3,3,,,
5,5,0,9,1,1,10,5,15,0,-0.16,0,24,3,30,10,20,10,10,20,21,1,2,8,1,ME,86340,2,4,1,1,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,7,20,5,25,25,10,15,50,10,10,20,5,5,6,3,6,10,8,0,6,7,7,5,4,8,7,4,0,7,3,3,,,
5,5,0,9,1,1,10,6,16,0,0.06,1,25,2,50,0,30,10,0,10,21,1,2,8,1,ME,86340,2,4,1,1,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,7,20,5,25,25,10,15,50,10,10,20,5,5,6,3,6,10,8,1,5,6,7,5,7,8,7,3,0,7,3,3,,,
5,5,0,9,1,1,10,7,258,0,-0.05,1,30,2,35,15,25,10,5,10,21,1,2,8,1,ME,86340,2,4,1,1,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,7,20,5,25,25,10,15,50,10,10,20,5,5,6,3,6,10,8,1,6,6,8,5,5,6,6,3,0,7,3,3,,,
5,5,0,9,1,1,10,8,18,0,0.07,1,27,2,33.33,11.11,11.11,11.11,11.11,22.22,21,1,2,8,1,ME,86340,2,4,1,1,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,7,20,5,25,25,10,15,50,10,10,20,5,5,6,3,6,10,8,1,5,5,7,6,7,5,6,4,0,7,3,3,,,
5,5,0,9,1,1,10,9,19,1,-0.13,1,28,2,50,0,25,10,0,15,21,1,2,8,1,ME,86340,2,4,1,1,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,7,20,5,25,25,10,15,50,10,10,20,5,5,6,3,6,10,8,1,7,5,7,8,7,9,9,4,0,7,3,3,,,
5,5,0,9,1,1,10,10,20,0,-0.06,1,24,2,100,0,0,0,0,0,21,1,2,8,1,ME,86340,2,4,1,1,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,7,20,5,25,25,10,15,50,10,10,20,5,5,6,3,6,10,8,1,9,6,7,9,6,5,10,3,0,7,3,3,,,
66,1,1,2,1,3,10,1,56,0,0.26,0,23,2,17,18,18,15,17,15,29,8,3,1,1,Mexico,7023,2,6,4,7,4,2,3,6,4,3,3,6,4,8,6,4,8,4,6,4,2,5,20,25,15,15,53,20,15,20,20,20,10,15,6,7,7,8,8,1,7,6,6,7,9,5,6,6,0,4,1,2,,,
66,1,1,2,1,3,10,2,57,0,0.23,0,22,2,10,20,20,20,15,15,29,8,3,1,1,Mexico,7023,2,6,4,7,4,2,3,6,4,3,3,6,4,8,6,4,8,4,6,4,2,5,20,25,15,15,53,20,15,20,20,20,10,15,6,7,7,8,8,0,4,7,7,6,6,5,5,5,0,4,1,2,,,
66,1,1,2,1,3,10,3,58,0,0.2,0,26,6,22.5,17.4,20.3,17.5,10.7,11.8,29,8,3,1,1,Mexico,7023,2,6,4,7,4,2,3,6,4,3,3,6,4,8,6,4,8,4,6,4,2,5,20,25,15,15,53,20,15,20,20,20,10,15,6,7,7,8,8,1,5,8,8,6,9,8,7,6,0,4,1,2,,,
66,1,1,2,1,3,10,4,59,0,0.2,0,26,6,22.5,17.4,20.3,17.5,10.7,11.8,29,8,3,1,1,Mexico,7023,2,6,4,7,4,2,3,6,4,3,3,6,4,8,6,4,8,4,6,4,2,5,20,25,15,15,53,20,15,20,20,20,10,15,6,7,7,8,8,0,4,7,7,6,7,5,6,5,0,4,1,2,,,
66,1,1,2,1,3,10,5,60,1,0.16,0,29,6,5,20,25,15,15,20,29,8,3,1,1,Mexico,7023,2,6,4,7,4,2,3,6,4,3,3,6,4,8,6,4,8,4,6,4,2,5,20,25,15,15,53,20,15,20,20,20,10,15,6,7,7,8,8,1,5,8,7,8,8,6,6,6,0,4,1,2,,,
66,1,1,2,1,3,10,6,61,0,0.39,0,28,2,15,15,20,15,15,20,29,8,3,1,1,Mexico,7023,2,6,4,7,4,2,3,6,4,3,3,6,4,8,6,4,8,4,6,4,2,5,20,25,15,15,53,20,15,20,20,20,10,15,6,7,7,8,8,0,3,6,7,5,6,5,4,6,0,4,1,2,,,
66,1,1,2,1,3,10,7,279,0,0.27,1,26,3,30,10,20,20,10,10,29,8,3,1,1,Mexico,7023,2,6,4,7,4,2,3,6,4,3,3,6,4,8,6,4,8,4,6,4,2,5,20,25,15,15,53,20,15,20,20,20,10,15,6,7,7,8,8,1,9,8,8,8,7,5,8,5,0,4,1,2,,,
66,1,1,2,1,3,10,8,63,0,0.17,0,24,4,5,15,45,25,0,10,29,8,3,1,1,Mexico,7023,2,6,4,7,4,2,3,6,4,3,3,6,4,8,6,4,8,4,6,4,2,5,20,25,15,15,53,20,15,20,20,20,10,15,6,7,7,8,8,0,2,6,7,5,6,4,5,6,0,4,1,2,,,
66,1,1,2,1,3,10,9,64,0,-0.07,0,27,4,10,25,25,10,10,20,29,8,3,1,1,Mexico,7023,2,6,4,7,4,2,3,6,4,3,3,6,4,8,6,4,8,4,6,4,2,5,20,25,15,15,53,20,15,20,20,20,10,15,6,7,7,8,8,0,4,6,6,5,4,4,4,5,0,4,1,2,,,
66,1,1,2,1,3,10,10,65,0,0.48,0,23,6,17,17,17,17,17,15,29,8,3,1,1,Mexico,7023,2,6,4,7,4,2,3,6,4,3,3,6,4,8,6,4,8,4,6,4,2,5,20,25,15,15,53,20,15,20,20,20,10,15,6,7,7,8,8,1,8,8,8,8,6,8,8,7,0,4,1,2,,,
252,1,0,1,2,11,21,1,273,0,0.37,0,29,2,30,25,18,18,4,5,28,13,3,1,1,Mexico,7023,1,6,2,2,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,10,0,25,25,25,25,0,20,5,20,20,20,15,9,9,9,9,10,1,6,6,7,6,5,2,6,8,0,4,1,3,Universidad Iberoamericana,,
252,1,0,1,2,11,21,2,274,1,0.47,1,24,3,30,10,20,20,10,10,28,13,3,1,1,Mexico,7023,1,6,2,2,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,10,0,25,25,25,25,0,20,5,20,20,20,15,9,9,9,9,10,1,4,5,6,6,6,6,6,8,0,4,1,3,Universidad Iberoamericana,,
252,1,0,1,2,11,21,3,275,0,0.38,0,21,2,25,10,25,5,10,25,28,13,3,1,1,Mexico,7023,1,6,2,2,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,10,0,25,25,25,25,0,20,5,20,20,20,15,9,9,9,9,10,0,7,6,9,4,9,3,2,4,0,4,1,3,Universidad Iberoamericana,,
252,1,0,1,2,11,21,4,276,0,0.34,0,26,2,24,16,28,14,8,10,28,13,3,1,1,Mexico,7023,1,6,2,2,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,10,0,25,25,25,25,0,20,5,20,20,20,15,9,9,9,9,10,0,2,4,5,5,5,1,3,3,0,4,1,3,Universidad Iberoamericana,,
252,1,0,1,2,11,21,5,277,0,-0.11,0,25,2,60,20,0,20,0,0,28,13,3,1,1,Mexico,7023,1,6,2,2,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,10,0,25,25,25,25,0,20,5,20,20,20,15,9,9,9,9,10,0,2,1,1,1,9,5,1,2,0,4,1,3,Universidad Iberoamericana,,
252,1,0,1,2,11,21,6,278,0,0.64,0,32,2,25,15,20,25,10,5,28,13,3,1,1,Mexico,7023,1,6,2,2,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,10,0,25,25,25,25,0,20,5,20,20,20,15,9,9,9,9,10,0,1,2,8,1,8,1,2,8,0,4,1,3,Universidad Iberoamericana,,
252,1,0,1,2,11,21,7,279,0,-0.09,0,25,2,27,15,28,10,10,10,28,13,3,1,1,Mexico,7023,1,6,2,2,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,10,0,25,25,25,25,0,20,5,20,20,20,15,9,9,9,9,10,1,4,2,5,1,8,7,6,8,0,4,1,3,Universidad Iberoamericana,,
252,1,0,1,2,11,21,8,280,0,0.45,0,25,2,25,20,30,15,5,5,28,13,3,1,1,Mexico,7023,1,6,2,2,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,10,0,25,25,25,25,0,20,5,20,20,20,15,9,9,9,9,10,0,1,9,8,1,3,1,2,8,0,4,1,3,Universidad Iberoamericana,,
252,1,0,1,2,11,21,9,281,0,0.53,0,27,2,20,20,20,15,5,20,28,13,3,1,1,Mexico,7023,1,6,2,2,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,10,0,25,25,25,25,0,20,5,20,20,20,15,9,9,9,9,10,0,4,6,8,6,6,10,4,8,0,4,1,3,Universidad Iberoamericana,,
252,1,0,1,2,11,21,10,282,0,-0.15,0,23,1,25,15,20,20,10,10,28,13,3,1,1,Mexico,7023,1,6,2,2,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,10,0,25,25,25,25,0,20,5,20,20,20,15,9,9,9,9,10,0,1,2,5,7,5,1,1,4,0,4,1,3,Universidad Iberoamericana,,
252,1,0,1,2,11,21,11,283,0,-0.02,0,27,4,50,10,10,10,10,10,28,13,3,1,1,Mexico,7023,1,6,2,2,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,10,0,25,25,25,25,0,20,5,20,20,20,15,9,9,9,9,10,0,6,1,5,1,1,1,1,2,0,4,1,3,Universidad Iberoamericana,,
252,1,0,1,2,11,21,12,284,0,0.54,0,27,2,25,20,25,20,10,0,28,13,3,1,1,Mexico,7023,1,6,2,2,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,10,0,25,25,25,25,0,20,5,20,20,20,15,9,9,9,9,10,0,2,4,4,1,7,2,3,4,0,4,1,3,Universidad Iberoamericana,,
252,1,0,1,2,11,21,13,285,0,0.11,0,24,6,20,20,25,25,5,5,28,13,3,1,1,Mexico,7023,1,6,2,2,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,10,0,25,25,25,25,0,20,5,20,20,20,15,9,9,9,9,10,0,1,1,6,1,5,1,1,5,0,4,1,3,Universidad Iberoamericana,,
252,1,0,1,2,11,21,14,286,0,0.11,0,22,2,10,15,25,15,15,20,28,13,3,1,1,Mexico,7023,1,6,2,2,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,10,0,25,25,25,25,0,20,5,20,20,20,15,9,9,9,9,10,0,4,9,3,2,4,1,2,4,0,4,1,3,Universidad Iberoamericana,,
252,1,0,1,2,11,21,15,287,0,0.5,0,22,4,35,40,5,5,7,8,28,13,3,1,1,Mexico,7023,1,6,2,2,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,10,0,25,25,25,25,0,20,5,20,20,20,15,9,9,9,9,10,0,1,2,3,1,5,8,1,5,0,4,1,3,Universidad Iberoamericana,,
252,1,0,1,2,11,21,16,288,0,0.34,0,27,2,20,20,15,25,10,10,28,13,3,1,1,Mexico,7023,1,6,2,2,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,10,0,25,25,25,25,0,20,5,20,20,20,15,9,9,9,9,10,0,1,6,5,1,6,4,1,5,0,4,1,3,Universidad Iberoamericana,,
252,1,0,1,2,11,21,17,289,0,0.09,0,28,4,20,30,10,20,0,20,28,13,3,1,1,Mexico,7023,1,6,2,2,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,10,0,25,25,25,25,0,20,5,20,20,20,15,9,9,9,9,10,1,2,6,6,7,6,3,3,8,0,4,1,3,Universidad Iberoamericana,,
252,1,0,1,2,11,21,18,290,0,0.31,0,34,2,30,10,30,10,5,15,28,13,3,1,1,Mexico,7023,1,6,2,2,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,10,0,25,25,25,25,0,20,5,20,20,20,15,9,9,9,9,10,0,4,2,7,1,7,1,1,2,0,4,1,3,Universidad Iberoamericana,,
252,1,0,1,2,11,21,19,291,1,-0.16,0,27,4,20,20,15,15,12,18,28,13,3,1,1,Mexico,7023,1,6,2,2,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,10,0,25,25,25,25,0,20,5,20,20,20,15,9,9,9,9,10,1,1,7,9,2,9,2,2,8,0,4,1,3,Universidad Iberoamericana,,
252,1,0,1,2,11,21,20,292,0,0.11,0,28,1,20,18,20,17,10,15,28,13,3,1,1,Mexico,7023,1,6,2,2,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,10,0,25,25,25,25,0,20,5,20,20,20,15,9,9,9,9,10,1,8,1,8,1,8,1,6,3,0,4,1,3,Universidad Iberoamericana,,
252,1,0,1,2,11,21,21,293,0,0.47,1,28,3,23,18,21,18,10,10,28,13,3,1,1,Mexico,7023,1,6,2,2,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,10,0,25,25,25,25,0,20,5,20,20,20,15,9,9,9,9,10,0,2,8,8,3,8,1,2,6,0,4,1,3,Universidad Iberoamericana,,
274,2,1,4,2,11,21,1,252,1,0.47,1,28,3,0,25,25,25,25,0,24,3,3,3,3,Mexico,7023,3,4,2,2,3,3,4,7,6,5,4,5,1,10,7,6,8,9,10,8,7,6,30,10,20,20,10,10,10,10,25,25,25,5,7,7,10,9,9,1,7,9,8,9,8,7,9,10,0,8,1,3,UC Berkeley,"1,309.00","15,162.00"
274,2,1,4,2,11,21,2,253,1,0.5,0,33,4,25,30,10,10,5,20,24,3,3,3,3,Mexico,7023,3,4,2,2,3,3,4,7,6,5,4,5,1,10,7,6,8,9,10,8,7,6,30,10,20,20,10,10,10,10,25,25,25,5,7,7,10,9,9,1,5,6,8,7,7,8,6,7,0,8,1,3,UC Berkeley,"1,309.00","15,162.00"
274,2,1,4,2,11,21,3,254,0,0.33,0,22,2,25,7,25,25,8,10,24,3,3,3,3,Mexico,7023,3,4,2,2,3,3,4,7,6,5,4,5,1,10,7,6,8,9,10,8,7,6,30,10,20,20,10,10,10,10,25,25,25,5,7,7,10,9,9,0,6,7,10,6,9,3,5,8,0,8,1,3,UC Berkeley,"1,309.00","15,162.00"
